,0
298,"SH600361,SW:411,up[5-3]_Wupoutout,SD:411,do[2-1]_Ddoinin"
299,"SH603111,SW:320,do[2-1]_Wdooutout,SD:230,do[3-5]_Ddooutout"
300,"SH600734,SW:240,do[1-1]_Wdooutout,SD:411,do[8-5]_Ddooutout"
301,"SH600376,SW:240,do[3-2]_Wdooutout,SD:140,up[4-1]_Dupoutout"
302,"SH603989,SW:230,do[1-6]_Wdooutout,SD:240,do[4-4]_Ddooutout"
303,"SH601368,SW:140,up[4-2]_Wupinout,SD:241,up[2-9]_Dupoutout"
304,"SH601985,SW:240,do[6-5]_Wdooutout,SD:140,do[4-7]_Ddooutout"
305,"SH600806,SW:140,up[6-2]_Wupoutout,SD:241,up[3-2]_Dupoutout"
306,"SH600365,SW:411,up[3-2]_Wupinin,SD:411,up[1-2]_Dupoutin"
307,"SH600198,SW:140,do[3-2]_Wdooutout,SD:140,up[3-3]_Dupoutout"
308,"SH600183,SW:230,up[4-1]_Wupoutout,SD:241,do[7-3]_Ddooutout"
309,"SH601020,SW:140,up[8-5]_Wupoutout,SD:411,up[5-3]_Dupoutout"
310,"SH600826,SW:140,do[2-2]_Wdooutout,SD:411,up[2-2]_Dupoutout"
311,"SH600649,SW:240,up[1-1]_Wupoutout,SD:411,do[4-7]_Ddoinin"
312,"SH600537,SW:411,up[2-2]_Wupinin,SD:411,do[7-2]_Ddooutin"
313,"SH601021,SW:411,do[3-4]_Wdoinin,SD:230,do[6-2]_Ddooutout"
314,"SH600303,SW:240,up[6-4]_Wupoutout,SD:411,do[5-2]_Ddoinin"
315,"SH603066,SW:140,up[8-2]_Wupoutout,SD:411,up[1-3]_Dupinin"
316,"SH600731,SW:140,up[10-2]_Wupoutout,SD:411,up[1-3]_Dupoutout"
317,"SH601515,SW:140,up[5-3]_Wupoutout,SD:411,up[3-1]_Dupoutin"
318,"SH600327,SW:140,up[11-3]_Wupoutout,SD:411,do[3-1]_Ddoinin"
319,"SH600340,SW:230,do[4-2]_Wdooutout,SD:230,do[3-7]_Ddooutout"
320,"SH600830,SW:411,up[2-3]_Wupinin,SD:421,do[6-2]_Ddooutout"
321,"SH603028,SW:140,up[8-4]_Wupinout,SD:411,up[3-8]_Dupoutout"
322,"SH600551,SW:240,up[1-3]_Wupoutout,SD:411,up[2-3]_Dupinin"
323,"SH600814,SW:140,up[5-5]_Wupoutout,SD:411,do[1-2]_Ddoinin"
324,"SH600900,SW:320,do[7-4]_Wdooutout,SD:230,up[6-2]_Dupoutout"
325,"SH600716,SW:411,do[1-1]_Wdoinin,SD:321,do[7-1]_Ddooutout"
326,"SH601880,SW:230,do[2-1]_Wdooutout,SD:140,do[3-5]_Ddooutout"
327,"SH600278,SW:140,do[5-5]_Wdoinout,SD:240,up[3-1]_Dupoutout"
328,"SH600860,SW:411,up[10-3]_Wupinin,SD:411,up[1-4]_Dupinin"
329,"SH600071,SW:140,do[4-3]_Wdooutout,SD:141,do[6-2]_Ddooutout"
330,"SH603015,SW:140,up[10-2]_Wupoutout,SD:411,up[3-9]_Dupoutout"
331,"SH603778,SW:240,up[4-3]_Wupoutout,SD:140,up[3-2]_Dupoutout"
332,"SH600889,SW:140,up[8-5]_Wupoutout,SD:411,up[5-1]_Dupinin"
333,"SH600843,SW:140,up[4-4]_Wupoutout,SD:411,up[2-3]_Dupoutout"
334,"SH600869,SW:140,up[1-1]_Wupoutout,SD:411,up[4-8]_Dupoutout"
335,"SH603568,SW:140,up[11-2]_Wupoutout,SD:411,up[3-1]_Dupinin"
336,"SH600060,SW:140,do[2-3]_Wdoinout,SD:240,up[2-2]_Dupoutout"
337,"SH603777,SW:140,up[5-3]_Wupinout,SD:241,do[1-2]_Ddooutout"
338,"SH600884,SW:230,up[11-2]_Wupoutout,SD:411,do[6-2]_Ddooutin"
339,"SH600671,SW:240,do[2-1]_Wdooutout,SD:411,up[1-3]_Dupinin"
340,"SH600678,SW:140,do[4-1]_Wdooutout,SD:140,do[1-1]_Ddooutout"
341,"SH600265,SW:240,up[8-2]_Wupoutout,SD:141,up[1-4]_Dupoutout"
342,"SH601608,SW:140,up[6-4]_Wupoutout,SD:141,up[2-5]_Dupoutout"
343,"SH600872,SW:231,up[6-2]_Wupoutout,SD:421,do[14-2]_Ddooutout"
344,"SH600767,SW:411,up[5-3]_Wupinin,SD:411,do[1-2]_Ddoinin"
345,"SH603558,SW:240,up[6-2]_Wupoutout,SD:411,up[1-3]_Dupoutout"
346,"SH600863,SW:140,do[3-2]_Wdooutout,SD:141,up[3-3]_Dupoutout"
347,"SH600153,SW:230,do[3-3]_Wdooutout,SD:140,up[2-2]_Dupoutout"
348,"SH603011,SW:411,up[3-3]_Wupinin,SD:421,up[2-1]_Dupoutout"
349,"SH600104,SW:230,do[2-4]_Wdooutout,SD:230,do[8-4]_Ddooutout"
350,"SH600578,SW:140,up[9-6]_Wupoutout,SD:411,do[4-5]_Ddoinin"
351,"SH601766,SW:421,do[2-2]_Wdooutout,SD:230,up[9-3]_Dupoutout"
352,"SH600829,SW:140,do[9-9]_Wdooutout,SD:240,up[3-3]_Dupoutout"
353,"SH600012,SW:140,do[4-5]_Wdooutout,SD:240,up[3-2]_Dupoutout"
354,"SH600845,SW:411,up[2-2]_Wupinin,SD:421,up[3-8]_Dupoutout"
355,"SH600984,SW:140,do[4-6]_Wdooutout,SD:140,up[3-1]_Dupoutout"
356,"SH600962,SW:140,do[4-1]_Wdooutout,SD:140,do[3-1]_Ddoinout"
357,"SH600288,SW:140,up[11-2]_Wupoutout,SD:241,up[1-3]_Dupoutout"
358,"SH600681,SW:230,do[1-1]_Wdooutout,SD:141,up[6-5]_Dupoutout"
359,"SH600266,SW:230,do[2-1]_Wdooutout,SD:140,do[7-6]_Ddooutout"
360,"SH600408,SW:140,do[5-2]_Wdooutout,SD:411,up[4-8]_Dupoutout"
361,"SH601607,SW:230,do[1-4]_Wdooutout,SD:240,up[4-1]_Dupoutout"
362,"SH600039,SW:240,up[9-4]_Wupoutout,SD:411,up[1-3]_Dupinin"
363,"SH603566,SW:140,do[5-5]_Wdooutout,SD:240,up[4-2]_Dupoutout"
364,"SH600499,SW:230,do[4-6]_Wdooutout,SD:241,do[5-4]_Ddooutout"
365,"SH600715,SW:230,do[5-2]_Wdooutout,SD:420,do[1-4]_Ddooutout"
366,"SH600737,SW:140,up[11-2]_Wupoutout,SD:411,up[2-10]_Dupoutout"
367,"SH600741,SW:321,do[2-4]_Wdooutout,SD:230,up[2-1]_Dupoutout"
368,"SH600773,SW:140,up[8-4]_Wupoutout,SD:411,up[4-8]_Dupoutout"
369,"SH600095,SW:240,up[8-3]_Wupoutout,SD:411,up[3-8]_Dupoutout"
370,"SH600120,SW:140,up[9-2]_Wupoutout,SD:141,do[4-7]_Ddooutout"
371,"SH600229,SW:140,do[2-1]_Wdooutout,SD:411,up[4-1]_Dupoutin"
372,"SH600750,SW:240,up[6-2]_Wupoutout,SD:411,up[4-2]_Dupoutout"
373,"SH600668,SW:230,do[3-1]_Wdooutout,SD:411,up[2-2]_Dupinin"
374,"SH600241,SW:240,do[2-1]_Wdooutout,SD:411,do[5-2]_Ddooutin"
375,"SH600400,SW:411,do[3-1]_Wdoinin,SD:230,do[9-7]_Ddooutout"
376,"SH600148,SW:240,up[16-4]_Wupoutout,SD:411,do[3-1]_Ddoinin"
377,"SH603519,SW:140,do[2-1]_Wdoinout,SD:140,do[2-5]_Ddoinout"
378,"SH600758,SW:140,up[2-4]_Wupoutout,SD:411,up[1-2]_Dupinin"
379,"SH600662,SW:140,do[2-2]_Wdooutout,SD:411,do[4-5]_Ddooutout"
380,"SH600616,SW:140,up[10-2]_Wupoutout,SD:241,do[6-2]_Ddooutout"
381,"SH603030,SW:140,up[5-2]_Wupoutout,SD:241,up[3-1]_Dupoutout"
382,"SH600360,SW:411,up[8-4]_Wupoutin,SD:421,do[7-7]_Ddooutout"
383,"SH600803,SW:321,up[2-3]_Wupoutout,SD:321,up[8-3]_Dupoutout"
384,"SH600378,SW:411,up[4-6]_Wupoutin,SD:421,up[8-4]_Dupoutout"
385,"SH600973,SW:140,up[7-4]_Wupoutout,SD:411,do[5-3]_Ddoinin"
386,"SH601099,SW:140,up[1-3]_Wupoutout,SD:411,do[7-2]_Ddooutin"
387,"SH600787,SW:421,do[2-1]_Wdooutout,SD:321,do[5-3]_Ddooutout"
388,"SH603997,SW:240,up[4-3]_Wupoutout,SD:411,do[7-2]_Ddooutin"
389,"SH600815,SW:141,up[5-3]_Wupoutout,SD:411,do[6-2]_Ddooutin"
390,"SH600592,SW:140,up[1-1]_Wupoutout,SD:411,up[8-8]_Dupoutout"
391,"SH600446,SW:411,up[7-3]_Wupinout,SD:411,do[5-5]_Ddooutin"
392,"SH603968,SW:140,up[6-2]_Wupoutout,SD:411,up[4-6]_Dupinin"
393,"SH601628,SW:320,do[5-5]_Wdooutout,SD:230,up[5-1]_Dupoutout"
394,"SH600796,SW:140,up[11-3]_Wupoutout,SD:411,up[2-9]_Dupoutout"
395,"SH601008,SW:240,do[1-1]_Wdooutout,SD:411,up[3-8]_Dupoutout"
396,"SH601028,SW:410,do[1-5]_Wdoinin,SD:230,do[5-4]_Ddooutout"
397,"SH600516,SW:230,up[8-5]_Wupoutout,SD:411,up[1-2]_Dupinin"
398,"SH603311,SW:140,up[7-3]_Wupoutout,SD:411,do[4-6]_Ddooutin"
399,"SH601238,SW:230,do[9-9]_Wdooutout,SD:241,do[3-5]_Ddooutout"
400,"SH600182,SW:230,up[9-2]_Wupoutout,SD:411,up[3-3]_Dupoutin"
401,"SH601668,SW:230,do[2-2]_Wdooutout,SD:140,up[7-1]_Dupoutout"
402,"SH600570,SW:230,up[3-2]_Wupoutout,SD:411,do[8-3]_Ddooutout"
403,"SH600885,SW:230,do[1-1]_Wdooutout,SD:231,do[4-1]_Ddooutout"
404,"SH600674,SW:230,do[5-6]_Wdooutout,SD:230,do[7-2]_Ddooutout"
405,"SH600706,SW:230,up[7-4]_Wupoutout,SD:411,do[1-2]_Ddoinin"
406,"SH600585,SW:321,do[3-2]_Wdooutout,SD:230,up[11-1]_Dupoutout"
407,"SH600233,SW:140,do[1-1]_Wdooutout,SD:241,up[11-1]_Dupoutout"
408,"SH601890,SW:140,up[11-5]_Wupoutout,SD:411,up[4-2]_Dupinin"
409,"SH600007,SW:240,do[5-2]_Wdooutout,SD:411,up[6-6]_Dupinin"
410,"SH600439,SW:140,up[6-5]_Wupoutout,SD:410,do[7-2]_Ddooutin"
411,"SH600490,SW:230,do[3-9]_Wdoinout,SD:241,up[1-2]_Dupoutout"
412,"SH600061,SW:140,do[2-4]_Wdooutout,SD:140,up[5-2]_Dupoutout"
413,"SH601777,SW:140,up[8-2]_Wupoutout,SD:141,up[1-3]_Dupoutout"
414,"SH601116,SW:240,up[6-3]_Wupoutout,SD:411,do[1-2]_Ddoinin"
415,"SH600608,SW:411,up[6-2]_Wupoutin,SD:421,do[5-4]_Ddooutout"
416,"SH600643,SW:230,up[4-4]_Wupoutout,SD:411,do[5-6]_Ddoinin"
417,"SH603288,SW:321,up[5-1]_Wupoutout,SD:321,up[2-1]_Dupoutout"
418,"SH601127,SW:111,up[5-1]_Wupinin,SD:241,do[9-3]_Ddooutout"
419,"SH600602,SW:141,up[6-4]_Wupoutout,SD:411,do[7-1]_Ddooutin"
420,"SH600213,SW:140,up[8-3]_Wupoutout,SD:411,do[3-5]_Ddoinin"
421,"SH601208,SW:140,up[10-3]_Wupoutout,SD:411,up[3-3]_Dupoutin"
422,"SH600963,SW:240,do[3-1]_Wdooutout,SD:411,up[5-1]_Dupinin"
423,"SH600673,SW:411,do[6-4]_Wdooutin,SD:230,up[8-3]_Dupoutout"
424,"SH600647,SW:140,do[1-5]_Wdooutout,SD:141,up[3-1]_Dupoutout"
425,"SH601126,SW:140,do[1-6]_Wdoinout,SD:240,up[4-2]_Dupoutout"
426,"SH601011,SW:230,do[1-2]_Wdooutout,SD:241,up[2-2]_Dupoutout"
427,"SH600415,SW:240,up[4-2]_Wupoutout,SD:411,do[1-1]_Ddoinin"
428,"SH603012,SW:141,up[9-3]_Wupoutout,SD:411,do[4-4]_Ddooutin"
429,"SH600128,SW:140,up[10-3]_Wupoutout,SD:411,up[3-8]_Dupoutout"
430,"SH600639,SW:140,do[3-7]_Wdoinout,SD:240,do[9-8]_Ddooutout"
431,"SH600136,SW:141,up[5-3]_Wupoutout,SD:411,do[6-2]_Ddooutin"
432,"SH603869,SW:140,up[9-3]_Wupoutout,SD:411,do[6-3]_Ddooutin"
433,"SH600438,SW:421,do[2-5]_Wdooutout,SD:230,do[8-2]_Ddooutout"
434,"SH600495,SW:140,do[3-6]_Wdoinout,SD:411,up[2-4]_Dupoutout"
435,"SH600422,SW:140,up[8-3]_Wupoutout,SD:411,do[12-4]_Ddooutin"
436,"SH600318,SW:240,up[8-2]_Wupoutout,SD:241,do[5-6]_Ddooutout"
437,"SH600165,SW:231,up[5-6]_Wupoutout,SD:420,up[3-4]_Dupoutout"
438,"SH603168,SW:140,do[2-2]_Wdoinout,SD:240,do[2-2]_Ddooutout"
439,"SH601117,SW:241,up[4-4]_Wupoutout,SD:411,up[3-9]_Dupinin"
440,"SH600697,SW:141,up[5-3]_Wupoutout,SD:411,do[3-1]_Ddoinin"
441,"SH601958,SW:240,do[3-2]_Wdooutout,SD:411,up[2-3]_Dupinin"
442,"SH600369,SW:140,do[1-5]_Wdooutout,SD:240,do[2-8]_Ddooutout"
443,"SH600322,SW:420,do[2-4]_Wdooutout,SD:230,do[5-3]_Ddooutout"
444,"SH600320,SW:321,up[4-1]_Wupoutout,SD:321,up[2-10]_Dupoutout"
445,"SH600982,SW:140,up[5-3]_Wupoutout,SD:411,up[3-8]_Dupoutout"
446,"SH600726,SW:140,up[8-6]_Wupoutout,SD:411,up[1-3]_Dupinin"
447,"SH600809,SW:321,up[4-2]_Wupoutout,SD:421,do[10-2]_Ddooutout"
448,"SH600458,SW:410,do[3-6]_Wdoinin,SD:140,up[2-3]_Dupoutout"
449,"SH600768,SW:140,do[2-1]_Wdooutout,SD:411,do[3-2]_Ddooutin"
450,"SH600720,SW:230,do[3-1]_Wdooutout,SD:240,do[3-4]_Ddooutout"
451,"SH600908,SW:140,up[4-4]_Wupoutout,SD:411,up[1-1]_Dupinin"
452,"SH603616,SW:240,up[1-3]_Wupoutout,SD:411,up[1-3]_Dupoutin"
453,"SH601633,SW:230,up[4-3]_Wupoutout,SD:411,do[4-7]_Ddoinin"
454,"SH600308,SW:230,up[11-3]_Wupoutout,SD:411,up[1-3]_Dupoutout"
455,"SH600068,SW:240,do[1-3]_Wdooutout,SD:140,do[3-8]_Ddoinout"
456,"SH600642,SW:240,up[5-3]_Wupoutout,SD:411,do[7-1]_Ddooutin"
457,"SH600622,SW:320,up[2-1]_Wupoutout,SD:231,up[3-1]_Dupoutout"
458,"SH600988,SW:141,up[9-5]_Wupoutout,SD:411,up[1-4]_Dupinin"
459,"SH600209,SW:230,do[8-4]_Wdooutout,SD:240,do[3-5]_Ddooutout"
460,"SH600336,SW:140,up[9-3]_Wupoutout,SD:411,up[1-4]_Dupoutin"
461,"SH600231,SW:230,do[2-2]_Wdooutout,SD:240,up[10-2]_Dupoutout"
462,"SH600784,SW:140,up[9-4]_Wupoutout,SD:411,up[4-8]_Dupoutout"
463,"SH600798,SW:240,up[5-2]_Wupoutout,SD:241,do[4-3]_Ddooutout"
464,"SH600466,SW:240,up[8-5]_Wupoutout,SD:140,up[11-1]_Dupoutout"
465,"SH600997,SW:240,up[9-5]_Wupoutout,SD:411,up[2-2]_Dupinin"
466,"SH600240,SW:140,do[2-2]_Wdooutout,SD:140,do[2-6]_Ddoinout"
467,"SH600079,SW:140,up[4-1]_Wupoutout,SD:241,do[9-4]_Ddooutout"
468,"SH600310,SW:140,up[7-2]_Wupoutout,SD:411,do[7-3]_Ddooutin"
469,"SH600653,SW:140,up[5-6]_Wupoutout,SD:411,do[4-5]_Ddoinin"
470,"SH600733,SW:421,do[2-1]_Wdooutout,SD:321,do[3-1]_Ddooutout"
471,"SH600132,SW:230,up[3-2]_Wupoutout,SD:411,do[2-3]_Ddoinin"
472,"SH600822,SW:410,do[4-6]_Wdooutin,SD:230,do[5-3]_Ddooutout"
473,"SH603333,SW:140,up[2-3]_Wupoutout,SD:411,do[10-11]_Ddooutin"
474,"SH603322,SW:111,do[2-2]_Wdoinin,SD:240,up[9-4]_Dupoutout"
475,"SH600883,SW:140,up[7-3]_Wupoutout,SD:411,do[5-4]_Ddoinin"
476,"SH600875,SW:411,up[3-2]_Wupinin,SD:411,do[3-1]_Ddooutin"
477,"SH600586,SW:240,up[9-4]_Wupoutout,SD:411,up[4-7]_Dupoutout"
478,"SH600833,SW:240,do[3-1]_Wdooutout,SD:411,up[1-3]_Dupoutout"
479,"SH600593,SW:411,do[5-1]_Wdoinin,SD:420,do[3-6]_Ddooutout"
480,"SH600966,SW:230,up[6-4]_Wupoutout,SD:411,up[4-4]_Dupoutout"
481,"SH600393,SW:240,up[3-5]_Wupoutout,SD:411,do[6-3]_Ddoinin"
482,"SH601808,SW:140,do[2-5]_Wdoinout,SD:240,up[4-2]_Dupoutout"
483,"SH600493,SW:140,do[2-1]_Wdooutout,SD:411,up[3-8]_Dupoutout"
484,"SH603158,SW:140,up[9-1]_Wupoutout,SD:411,up[3-2]_Dupoutin"
485,"SH600077,SW:140,do[3-1]_Wdooutout,SD:411,up[1-3]_Dupoutin"
486,"SH600724,SW:140,up[2-2]_Wupoutout,SD:411,up[1-3]_Dupoutin"
487,"SH601188,SW:240,up[9-4]_Wupoutout,SD:411,do[4-3]_Ddooutin"
488,"SH603128,SW:240,do[3-9]_Wdoinout,SD:241,up[1-1]_Dupoutout"
489,"SH600605,SW:140,do[2-1]_Wdooutout,SD:411,up[2-3]_Dupoutout"
490,"SH600112,SW:140,do[3-7]_Wdoinout,SD:240,do[2-3]_Ddooutout"
491,"SH600837,SW:140,do[3-3]_Wdooutout,SD:140,do[3-8]_Ddoinout"
492,"SH600579,SW:231,up[4-5]_Wupoutout,SD:411,do[11-10]_Ddooutin"
493,"SH600075,SW:240,up[3-4]_Wupoutout,SD:411,do[3-5]_Ddoinin"
494,"SH600861,SW:140,up[8-2]_Wupoutout,SD:411,up[4-8]_Dupoutout"
495,"SH600629,SW:240,up[2-3]_Wupoutout,SD:411,do[1-2]_Ddoinin"
496,"SH601226,SW:411,do[1-4]_Wdoinin,SD:140,up[4-9]_Dupoutout"
497,"SH601901,SW:240,do[3-5]_Wdooutout,SD:140,up[1-1]_Dupoutout"
498,"SH600667,SW:421,up[2-3]_Wupinout,SD:321,do[3-3]_Ddooutout"
499,"SH600764,SW:230,up[10-3]_Wupoutout,SD:241,do[7-2]_Ddooutout"
500,"SH600305,SW:421,do[1-6]_Wdoinout,SD:241,up[1-1]_Dupoutout"
501,"SH600379,SW:411,do[1-2]_Wdoinin,SD:140,up[5-1]_Dupoutout"
502,"SH600433,SW:140,up[9-3]_Wupoutout,SD:411,up[3-1]_Dupinin"
503,"SH600368,SW:240,up[4-2]_Wupoutout,SD:411,up[1-3]_Dupinin"
504,"SH600561,SW:140,up[10-4]_Wupoutout,SD:411,do[1-2]_Ddoinin"
505,"SH600896,SW:140,up[6-2]_Wupoutout,SD:411,up[6-3]_Dupoutout"
506,"SH600729,SW:230,up[5-3]_Wupoutout,SD:411,do[6-2]_Ddooutin"
507,"SH600503,SW:141,up[9-3]_Wupoutout,SD:411,up[2-9]_Dupoutout"
508,"SH600650,SW:140,do[1-1]_Wdooutout,SD:411,up[1-3]_Dupoutout"
509,"SH600919,SW:140,do[4-1]_Wdooutout,SD:410,do[4-6]_Ddoinin"
510,"SH600696,SW:411,up[6-2]_Wupoutin,SD:411,do[9-1]_Ddooutin"
511,"SH600614,SW:230,do[4-5]_Wdooutout,SD:241,up[3-1]_Dupoutout"
512,"SH600599,SW:140,do[4-1]_Wdooutout,SD:140,up[2-4]_Dupoutout"
513,"SH600353,SW:240,up[5-4]_Wupoutout,SD:411,up[5-2]_Dupinin"
514,"SH601989,SW:140,do[1-2]_Wdooutout,SD:410,do[5-5]_Ddoinin"
515,"SH600050,SW:230,do[4-4]_Wdooutout,SD:240,do[4-4]_Ddooutout"
516,"SH601288,SW:230,do[3-2]_Wdooutout,SD:240,up[1-1]_Dupoutout"
517,"SH600765,SW:140,up[1-3]_Wupoutout,SD:411,do[9-1]_Ddooutin"
518,"SH603589,SW:230,up[7-2]_Wupoutout,SD:411,do[8-4]_Ddooutin"
519,"SH601186,SW:240,do[4-5]_Wdooutout,SD:140,up[6-2]_Dupoutout"
520,"SH603026,SW:140,up[2-4]_Wupoutout,SD:411,up[4-8]_Dupoutin"
521,"SH600703,SW:421,up[4-2]_Wupoutout,SD:231,do[8-4]_Ddooutout"
522,"SH600981,SW:140,up[6-3]_Wupoutout,SD:411,up[2-8]_Dupoutout"
523,"SH601788,SW:140,do[3-2]_Wdoinout,SD:140,up[6-2]_Dupoutout"
524,"SH600220,SW:140,up[11-2]_Wupoutout,SD:241,up[9-10]_Dupoutout"
525,"SH603958,SW:140,up[8-3]_Wupoutout,SD:411,up[3-8]_Dupoutout"
526,"SH600199,SW:140,up[4-1]_Wupoutout,SD:241,up[2-2]_Dupoutout"
527,"SH600683,SW:140,up[7-5]_Wupoutout,SD:411,do[3-3]_Ddoinin"
528,"SH600273,SW:411,up[8-9]_Wupoutout,SD:421,up[1-6]_Dupoutout"
529,"SH600421,SW:240,up[9-4]_Wupoutout,SD:411,do[1-1]_Ddoinin"
530,"SH600780,SW:140,do[3-2]_Wdooutout,SD:140,up[2-3]_Dupoutout"
531,"SH600409,SW:230,do[3-2]_Wdooutout,SD:140,up[11-1]_Dupoutout"
532,"SH600195,SW:141,up[7-4]_Wupoutout,SD:411,do[6-3]_Ddooutin"
533,"SH600821,SW:140,up[5-4]_Wupoutout,SD:411,do[2-1]_Ddoinin"
534,"SH603131,SW:140,up[4-1]_Wupoutout,SD:241,up[1-3]_Dupoutout"
535,"SH600115,SW:321,up[1-1]_Wupoutout,SD:320,up[4-4]_Dupoutout"
536,"SH601929,SW:140,up[10-3]_Wupoutout,SD:411,up[1-3]_Dupoutout"
537,"SH600859,SW:421,up[4-2]_Wupoutout,SD:321,do[6-2]_Ddooutout"
538,"SH600151,SW:411,up[2-2]_Wupinin,SD:421,do[3-1]_Ddoinout"
539,"SH600172,SW:410,do[7-6]_Wdoinin,SD:240,up[3-4]_Dupoutout"
540,"SH603885,SW:411,up[2-2]_Wupoutin,SD:411,do[10-2]_Ddooutin"
541,"SH603636,SW:411,up[9-3]_Wupinin,SD:411,up[2-2]_Dupinin"
542,"SH601137,SW:140,do[3-3]_Wdoinout,SD:241,up[2-3]_Dupoutout"
543,"SH600853,SW:240,do[3-1]_Wdooutout,SD:411,up[2-3]_Dupoutin"
544,"SH600269,SW:230,do[1-2]_Wdooutout,SD:140,do[4-5]_Ddooutout"
545,"SH600975,SW:240,do[9-7]_Wdooutout,SD:411,do[5-5]_Ddooutin"
546,"SH600489,SW:140,up[6-7]_Wupoutout,SD:411,up[4-9]_Dupoutout"
547,"SH600816,SW:230,do[6-5]_Wdooutout,SD:240,do[8-8]_Ddooutout"
548,"SH603889,SW:410,do[3-4]_Wdooutin,SD:230,do[1-4]_Ddooutout"
549,"SH601518,SW:140,up[9-4]_Wupoutout,SD:411,do[3-5]_Ddooutin"
550,"SH600529,SW:230,up[4-4]_Wupoutout,SD:411,up[4-1]_Dupinin"
551,"SH600856,SW:140,do[1-1]_Wdooutout,SD:140,up[6-1]_Dupoutout"
552,"SH603567,SW:140,do[2-2]_Wdooutout,SD:240,up[3-3]_Dupoutout"
553,"SH600016,SW:421,do[7-4]_Wdoinout,SD:230,up[7-1]_Dupoutout"
554,"SH601857,SW:230,do[4-6]_Wdooutout,SD:240,up[3-2]_Dupoutout"
555,"SH600498,SW:420,do[2-5]_Wdooutout,SD:231,do[8-2]_Ddooutout"
556,"SH603901,SW:140,up[6-3]_Wupoutout,SD:411,do[2-1]_Ddoinin"
557,"SH603001,SW:140,up[4-4]_Wupoutout,SD:411,do[4-5]_Ddooutout"
558,"SH601888,SW:421,up[5-1]_Wupoutout,SD:231,do[11-4]_Ddooutout"
559,"SH603167,SW:230,up[3-2]_Wupoutout,SD:411,do[6-2]_Ddooutin"
560,"SH600329,SW:140,do[1-1]_Wdooutout,SD:411,do[4-3]_Ddooutin"
561,"SH600522,SW:321,do[4-3]_Wdooutout,SD:230,do[7-7]_Ddooutout"
562,"SH600460,SW:421,do[3-1]_Wdooutout,SD:320,do[3-2]_Ddooutout"
563,"SH600283,SW:411,do[4-1]_Wdoinin,SD:321,do[3-5]_Ddooutout"
564,"SH600587,SW:411,up[4-4]_Wupoutout,SD:411,do[6-2]_Ddoinin"
565,"SH603223,SW:140,do[2-2]_Wdoinout,SD:140,up[2-3]_Dupoutout"
566,"SH600959,SW:140,do[3-1]_Wdooutout,SD:241,do[3-4]_Ddooutout"
567,"SH601998,SW:230,do[4-2]_Wdooutout,SD:240,up[8-1]_Dupoutout"
568,"SH601118,SW:140,up[10-3]_Wupoutout,SD:411,up[5-6]_Dupoutin"
569,"SH600536,SW:411,up[11-2]_Wupoutout,SD:411,do[10-1]_Ddooutin"
570,"SH600250,SW:230,up[6-2]_Wupoutout,SD:411,do[8-1]_Ddooutin"
571,"SH600037,SW:140,do[3-3]_Wdoinout,SD:240,do[4-4]_Ddooutout"
572,"SH600510,SW:140,up[12-3]_Wupoutout,SD:411,do[4-4]_Ddooutin"
573,"SH600817,SW:240,up[8-2]_Wupoutout,SD:411,do[8-1]_Ddooutin"
574,"SH600094,SW:140,do[3-2]_Wdooutout,SD:140,up[8-4]_Dupoutout"
575,"SH600011,SW:240,up[3-3]_Wupoutout,SD:411,up[4-3]_Dupinin"
576,"SH600694,SW:140,up[3-2]_Wupoutout,SD:411,do[9-1]_Ddooutin"
577,"SH600771,SW:230,do[7-7]_Wdooutout,SD:230,do[11-4]_Ddooutout"
578,"SH600311,SW:411,up[6-3]_Wupinin,SD:420,do[2-6]_Ddooutout"
579,"SH600152,SW:140,up[9-3]_Wupoutout,SD:411,up[1-3]_Dupoutout"
580,"SH600812,SW:140,up[13-2]_Wupoutout,SD:411,do[6-2]_Ddooutin"
581,"SH600129,SW:411,do[3-6]_Wdoinin,SD:321,up[4-9]_Dupoutout"
582,"SH600598,SW:230,up[7-3]_Wupoutout,SD:411,do[3-1]_Ddoinin"
583,"SH601113,SW:421,up[3-3]_Wupoutout,SD:230,up[2-3]_Dupoutout"
584,"SH600754,SW:420,up[3-1]_Wupoutout,SD:241,do[9-1]_Ddooutout"
585,"SH600862,SW:140,up[6-4]_Wupoutout,SD:411,do[5-6]_Ddoinin"
586,"SH600090,SW:411,up[3-2]_Wupinin,SD:411,do[2-2]_Ddooutin"
587,"SH600487,SW:321,do[3-4]_Wdooutout,SD:230,do[4-2]_Ddooutout"
588,"SH600497,SW:230,up[10-5]_Wupoutout,SD:410,up[11-2]_Dupinin"
589,"SH600478,SW:140,do[1-1]_Wdooutout,SD:141,do[5-4]_Ddooutout"
590,"SH600512,SW:141,up[3-3]_Wupoutout,SD:411,do[1-4]_Ddoinin"
591,"SH600058,SW:140,do[3-2]_Wdooutout,SD:411,up[4-2]_Dupoutin"
592,"SH600506,SW:140,up[5-3]_Wupoutout,SD:411,do[8-2]_Ddooutin"
593,"SH600238,SW:140,do[2-3]_Wdooutout,SD:241,do[1-2]_Ddooutout"
594,"SH601006,SW:230,do[2-3]_Wdooutout,SD:240,do[4-7]_Ddooutout"
595,"SH603377,SW:411,do[1-3]_Wdoinin,SD:230,up[2-1]_Dupoutout"
